img,title,link,stepbystep,cuisine,portions,time,ingredients,favourite,likes,dislikes
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131090615-140409232131-p-O-tvorozhnyy-keks-s-yaycami.jpg,Творожный кекс с яйцами,https://eda.ru/recepty/vypechka-deserty/tvorozhnyy-keks-s-yaycami-16149,1,,4,,"['{""id"": 13493, ""name"": ""Творог"", ""amount"": ""200 г""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""2 столовые ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 стакан""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 стакан""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""½ чайной ложки""}']",13566,1087,129
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/140702130221-140711103047-p-O-oladi-domashnie.jpg,Оладьи домашние,https://eda.ru/recepty/vypechka-deserty/oladi-domashnie-16810,0,Русская кухня,4,30 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13557, ""name"": ""Кефир"", ""amount"": ""½ л""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""½ стакана""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 стакана""}', '{""id"": 13422, ""name"": ""Уксус"", ""amount"": ""1 столовая ложка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""1 чайная ложка""}']",10581,1047,128
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131082342-121115155730-p-O-shokoladnye-keksy-s-zhidkoy-saharnoy-nachinkoy.jpg,Шоколадные кексы с жидкой сахарной начинкой,https://eda.ru/recepty/vypechka-deserty/shokoladnye-keksy-s-zhidkoy-saharnoy-nachinkoy-32016,0,Европейская кухня,6,30 минут,"['{""id"": 13478, ""name"": ""Яичный желток"", ""amount"": ""3 штуки""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""100 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 14333, ""name"": ""Черный шоколад 70%"", ""amount"": ""200 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""50 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""¼ чайной ложки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""60 г""}']",14249,1042,93
https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131085053-171028235010-p-O-brauni-s-temnim-shokoladom.jpg,Брауни с темным шоколадом,https://eda.ru/recepty/vypechka-deserty/brauni-s-temnim-shokoladom-28338,0,Американская кухня,10,20 минут,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""150 г""}', '{""id"": 14333, ""name"": ""Черный шоколад 70%"", ""amount"": ""250 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""¾ стакана""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""½ стакана""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""½ чайной ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}']",8217,861,63
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131082911-141123135121-p-O-maffini-s-shokoladom.jpg,Маффины с шоколадом,https://eda.ru/recepty/vypechka-deserty/maffini-s-shokoladom-29211,0,Итальянская кухня,10,25 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""200 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""100 г""}', '{""id"": 14094, ""name"": ""Шоколад"", ""amount"": ""200 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""100 г""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""2 чайные ложки""}']",6945,831,73
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/150116162013-161116095828-p-O-kefirnie-oladi-s-jablokami.jpg,Кефирные оладьи с яблоками,https://eda.ru/recepty/vypechka-deserty/kefirnie-oladi-s-jablokami-27718,0,Русская кухня,4,40 минут,"['{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""½ стакана""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 16403, ""name"": ""Обезжиренный кефир"", ""amount"": ""500 мл""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 стакана""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""½ чайной ложки""}', '{""id"": 13447, ""name"": ""Яблоко"", ""amount"": ""1 штука""}']",10532,752,63
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213181135-180530134920-p-O-kapustnij-pirog.jpg,Капустный пирог,https://eda.ru/recepty/vypechka-deserty/kapustnij-pirog-17889,1,,6,1 час 20 минут,"['{""id"": 13436, ""name"": ""Белокочанная капуста"", ""amount"": ""1 штука""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""50 мл""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""270 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""400 мл""}', '{""id"": 14437, ""name"": ""Крупная соль"", ""amount"": ""1,5 столовые ложки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""500 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2 столовые ложки""}', '{""id"": 13659, ""name"": ""Свежие дрожжи"", ""amount"": ""22 г""}']",8804,726,44
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131082227-160313120714-p-O-blini-na-kefire.jpg,Блины на кефире,https://eda.ru/recepty/vypechka-deserty/blini-na-kefire-21049,0,Русская кухня,4,30 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 стакан""}', '{""id"": 13557, ""name"": ""Кефир"", ""amount"": ""1 стакан""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""1 стакан""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""½ чайной ложки""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""на кончике ножа""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 столовая ложка""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""2 столовые ложки""}']",4852,723,143
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/160525131253-160601150748-p-O-sharlotka-tradicionnaja.jpg,Шарлотка традиционная,https://eda.ru/recepty/vypechka-deserty/sharlotka-tradicionnaja-21158,0,Русская кухня,4,,"['{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 стакан""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 стакан""}', '{""id"": 13447, ""name"": ""Яблоко"", ""amount"": ""1 кг""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""на кончике ножа""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""½ чайной ложки""}']",6202,717,96
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120723182135-120730030607-p-O-blini-obichnie.jpg,Блины обычные,https://eda.ru/recepty/vypechka-deserty/blini-obichnie-27038,0,Европейская кухня,4,30 минут,"['{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""500 мл""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 столовая ложка""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""200 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""2 г""}']",6119,693,124
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131082327-170426185638-p-O-shokoladnie-maffini-s-kusochkami-shokolada.jpg,Шоколадные маффины с кусочками шоколада,https://eda.ru/recepty/vypechka-deserty/shokoladnie-maffini-s-kusochkami-shokolada-36024,0,Французская кухня,12,40 минут,"['{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""60 г""}', '{""id"": 13546, ""name"": ""Какао"", ""amount"": ""1 столовая ложка""}', '{""id"": 14094, ""name"": ""Шоколад"", ""amount"": ""100 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""50 мл""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""120 г""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""1 чайная ложка""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""70 г""}']",5375,666,64
https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131085552-171207192742-p-O-shokoladno-bananovij-brauni-chizkejk.jpg,Шоколадно-банановый брауни-чизкейк,https://eda.ru/recepty/vypechka-deserty/shokoladno-bananovij-brauni-chizkejk-35234,0,Паназиатская кухня,4,45 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 14094, ""name"": ""Шоколад"", ""amount"": ""150 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""80 г""}', '{""id"": 13546, ""name"": ""Какао"", ""amount"": ""1 столовая ложка""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""3 столовые ложки""}', '{""id"": 13493, ""name"": ""Творог"", ""amount"": ""100 г""}', '{""id"": 13547, ""name"": ""Бананы"", ""amount"": ""1 штука""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""3 столовые ложки""}']",10405,660,115
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150715140424-150722214413-p-O-morkovnie-keksi-s-imbirem-koricej.jpg,Морковные кексы с имбирем и корицей,https://eda.ru/recepty/vypechka-deserty/morkovnie-keksi-s-imbirem-koricej-19945,1,Американская кухня,12,1 час,"['{""id"": 13449, ""name"": ""Морковь"", ""amount"": ""4 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1,5 стакана""}', '{""id"": 13595, ""name"": ""Пекарский порошок "", ""amount"": ""1,5 чайные ложки""}', '{""id"": 14485, ""name"": ""Молотая корица"", ""amount"": ""1 чайная ложка""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""½ чайной ложки""}', '{""id"": 13615, ""name"": ""Мускатный орех"", ""amount"": ""¼ чайной ложки""}', '{""id"": 14881, ""name"": ""Молотый имбирь"", ""amount"": ""½ чайной ложки""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""¾ стакана""}', '{""id"": 14528, ""name"": ""Коричневый мягкий сахар"", ""amount"": ""1 стакан""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 14050, ""name"": ""Ванильный экстракт"", ""amount"": ""1 чайная ложка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""¾ чайной ложки""}']",6859,650,44
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131084308-170930101204-p-O-oladi-na-kefire.jpg,Оладьи на кефире,https://eda.ru/recepty/vypechka-deserty/oladi-na-kefire-29574,0,Русская кухня,4,,"['{""id"": 13557, ""name"": ""Кефир"", ""amount"": ""½ л""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""3 столовые ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 стакана""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""1 чайная ложка""}']",5372,647,96
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/140124100744-140130211759-p-O-maffini.jpg,Маффины,https://eda.ru/recepty/vypechka-deserty/maffini-17390,0,Европейская кухня,4,,"['{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 стакан""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""75 г""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""220 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1,5 стакана""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""1 чайная ложка""}', '{""id"": 13580, ""name"": ""Грецкие орехи"", ""amount"": ""50 г""}', '{""id"": 14293, ""name"": ""Светлый изюм"", ""amount"": ""190 г""}', '{""id"": 13495, ""name"": ""Сахарная пудра"", ""amount"": ""50 г""}']",6665,639,49
https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131084420-150731200411-p-O-blinchiki-na-slivkah-po-amerikanski-pancakes.jpg,Блинчики на сливках по‑американски (pancakеs),https://eda.ru/recepty/vypechka-deserty/blinchiki-na-slivkah-po-amerikanski-pancakes-30568,0,Американская кухня,4,45 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 14119, ""name"": ""Сливки 10%-ные"", ""amount"": ""500 мл""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""300 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""6 столовых ложек""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""на кончике ножа""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""½ чайной ложки""}', '{""id"": 13671, ""name"": ""Ванилин"", ""amount"": ""на кончике ножа""}', '{""id"": 13555, ""name"": ""Корица"", ""amount"": ""на кончике ножа""}', '{""id"": 14116, ""name"": ""Кленовый сироп"", ""amount"": ""по вкусу""}']",6873,622,65
https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/130805160644-151006122928-p-O-hotkejki-amerikanskie-blinchiki.jpg,Хоткейки (американские блинчики),https://eda.ru/recepty/vypechka-deserty/hotkejki-amerikanskie-blinchiki-30296,0,Американская кухня,6,10 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""100 мл""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""5 столовых ложек""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""1 чайная ложка""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2 столовые ложки""}', '{""id"": 13522, ""name"": ""Ваниль"", ""amount"": ""по вкусу""}']",5292,616,59
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120329181829-181114123324-p-O-otkritij-pirog-s-sirom-lukom-poreem.jpg,Открытый пирог с сыром и луком-пореем,https://eda.ru/recepty/vypechka-deserty/otkritij-pirog-s-sirom-lukom-poreem-16856,0,Французская кухня,4,1 час,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1,5 стакана""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""100 г""}', '{""id"": 13462, ""name"": ""Лук-порей"", ""amount"": ""115 г""}', '{""id"": 13426, ""name"": ""Сыр"", ""amount"": ""100 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""130 мл""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",5773,556,41
https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150116162013-150814200247-p-O-bananovie-oladi-na-moloke.jpg,Банановые оладьи на молоке,https://eda.ru/recepty/vypechka-deserty/bananovie-oladi-na-moloke-15230,0,,4,,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13547, ""name"": ""Бананы"", ""amount"": ""2 штуки""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""¼ стакана""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""½ стакана""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 стакан""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""2 столовые ложки""}']",7226,542,124
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131112107-161028144108-p-O-oladi-iz-kabachkov-klassicheskie.jpg,Оладьи из кабачков классические,https://eda.ru/recepty/vypechka-deserty/oladi-iz-kabachkov-klassicheskie-28540,0,Украинская кухня,2,20 минут,"['{""id"": 14763, ""name"": ""Молодые кабачки"", ""amount"": ""1 штука""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""3 столовые ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""70 мл""}']",6183,508,59
